ID, DateTimeUTC, TapType, StopId, CompanyId, BusID, PAN
1, 22-01-2023 13:00:00, ON, Stop1, Company1, Bus37,5500005555555559
2, 22-01-2023 13:05:00, OFF, Stop2, Company1, Bus37,5500005555555559
3, 22-01-2023 09:20:00, ON, Stop3, Company1, Bus36,4111111111111110
4, 23-01-2023 08:00:00, ON, Stop1, Company1, Bus37,4111111111111110
5, 23-01-2023 08:02:00, OFF, Stop1, Company1, Bus37,4111111111111110
6, 24-01-2023 16:30:00, OFF, Stop2, Company1, Bus37,5500005555555559
7, 24-01-2023 16:30:00, OFF, Stop2, Company1, Bus37,5500005555555559
8, 24-01-2023 16:35:00, ON, Stop1, Company2, Bus47,5500005555555559
9, 24-01-2023 16:40:00, OFF, Stop3, Company2, Bus47,5500005555555559
10, 25-01-2023 16:30:00, ON, Stop2, Company3, Bus58,4444333322221110
11, 25-01-2023 16:30:00, OFF, Stop3, Company3, Bus58,4444333322221110
12, 25-01-2023 16:35:00, ON, Stop1, Company1, Bus36,4917610000000000
13, 25-01-2023 16:40:00, ON, Stop1, Company1, Bus36,4917610000000000
14, 26-01-2023 08:00:00, OFF, Stop2, Company2, Bus46,5555555555554444
15, 26-01-2023 08:02:00, OFF, Stop2, Company2, Bus46,5555555555554444
16, 27-01-2023 16:30:00, OFF, Stop1, Company3, Bus57,5454545454545454
17, 27-01-2023 16:30:00, ON, Stop1, Company3, Bus57,5454545454545454
18, 28-01-2023 16:35:00, OFF, Stop1, Company1, Bus37,4111111111111110
19, 28-01-2023 16:40:00, OFF, Stop2, Company1, Bus37,4111111111111110
20, 28-01-2023 16:30:00, OFF, Stop2, Company1, Bus37,4111111111111110
21, 29-01-2023 16:30:00, OFF, Stop1, Company1, Bus37,5500005555555559
22, 29-01-2023 16:35:00, ON, Stop1, Company2, Bus47,5500005555555559
23, 29-01-2023 16:40:00, OFF, Stop2, Company2, Bus47,5500005555555559
24, 30-01-2023 16:30:00, ON, Stop2, Company3, Bus58,5500005555555559
25, 30-01-2023 16:35:00, OFF, Stop3, Company3, Bus58,4444333322221110
26, 30-01-2023 16:40:00, ON, Stop1, Company1, Bus36,4444333322221110
27, 22-02-2023 13:00:00, ON, Stop1, Company1, Bus36,4917610000000000
28, 22-02-2023 13:05:00, OFF, Stop2, Company2, Bus46,4917610000000000
29, 22-02-2023 09:20:00, OFF, Stop2, Company2, Bus46,5555555555554444
30, 23-02-2023 08:00:00, OFF, Stop1, Company3, Bus57,5555555555554444
31, 23-02-2023 08:02:00, ON, Stop1, Company3, Bus57,5454545454545454
32, 24-02-2023 16:30:00, OFF, Stop1, Company2, Bus47,5454545454545454
33, 24-02-2023 16:30:00, OFF, Stop2, Company2, Bus47,4111111111111110
34, 24-02-2023 16:35:00, OFF, Stop2, Company3, Bus58,4111111111111110
35, 24-02-2023 16:40:00, OFF, Stop1, Company3, Bus58,5500005555555559
36, 25-02-2023 16:30:00, ON, Stop1, Company1, Bus36,4444333322221110
37, 25-02-2023 16:30:00, OFF, Stop3, Company1, Bus36,4917610000000000
38, 25-02-2023 16:35:00, ON, Stop1, Company2, Bus46,4917610000000000
39, 25-02-2023 16:40:00, ON, Stop1, Company2, Bus46,5555555555554444
40, 26-02-2023 08:00:00, OFF, Stop2, Company3, Bus57,5555555555554444
41, 26-02-2023 08:02:00, OFF, Stop2, Company3, Bus57,5454545454545454
42, 27-02-2023 16:30:00, OFF, Stop1, Company1, Bus36,5454545454545454
43, 27-02-2023 16:30:00, ON, Stop3, Company1, Bus36,5555555555554444
44, 28-02-2023 16:35:00, OFF, Stop2, Company2, Bus46,5454545454545454
45, 28-02-2023 16:40:00, OFF, Stop3, Company2, Bus46,5454545454545454
46, 28-02-2023 16:30:00, OFF, Stop1, Company3, Bus57,4111111111111110
47, 29-02-2023 16:30:00, ON, Stop1, Company3, Bus57,4111111111111110
48, 29-02-2023 16:35:00, OFF, Stop2, Company1, Bus36,5500005555555559
49, 29-02-2023 16:40:00, OFF, Stop2, Company2, Bus46,4444333322221110
50, 30-02-2023 16:30:00, OFF, Stop1, Company2, Bus46,4917610000000000
51, 30-02-2023 16:35:00, ON, Stop1, Company3, Bus58,4917610000000000
52, 30-02-2023 16:40:00, OFF, Stop1, Company1, Bus36,5555555555554444
53, 22-03-2023 13:00:00, OFF, Stop2, Company1, Bus36,5555555555554444
54, 22-03-2023 13:05:00, OFF, Stop2, Company2, Bus46,5454545454545454
55, 22-03-2023 09:20:00, ON, Stop1, Company2, Bus46,5454545454545454
56, 23-03-2023 08:00:00, OFF, Stop1, Company3, Bus57,5555555555554444
57, 23-03-2023 08:02:00, OFF, Stop2, Company3, Bus57,5454545454545454
58, 24-03-2023 16:30:00, OFF, Stop2, Company2, Bus47,5454545454545454
59, 24-03-2023 16:30:00, ON, Stop3, Company2, Bus47,4111111111111110
60, 24-03-2023 16:35:00, OFF, Stop1, Company3, Bus58,4111111111111110
61, 24-03-2023 16:40:00, OFF, Stop1, Company3, Bus58,5500005555555559
62, 25-03-2023 16:30:00, OFF, Stop2, Company1, Bus36,4444333322221110
63, 25-03-2023 16:30:00, ON, Stop2, Company1, Bus36,4917610000000000
64, 25-03-2023 16:35:00, OFF, Stop1, Company2, Bus46,4917610000000000
65, 25-03-2023 16:40:00, OFF, Stop1, Company2, Bus46,4111111111111110
66, 26-03-2023 08:00:00, OFF, Stop1, Company3, Bus57,4111111111111110
67, 26-03-2023 08:02:00, OFF, Stop2, Company3, Bus57,5500005555555559
68, 27-03-2023 16:30:00, ON, Stop2, Company1, Bus36,4444333322221110
69, 27-03-2023 16:30:00, OFF, Stop1, Company1, Bus36,4917610000000000
70, 28-03-2023 16:35:00, OFF, Stop2, Company2, Bus46,4917610000000000
71, 28-03-2023 16:40:00, OFF, Stop1, Company2, Bus46,5555555555554444
72, 28-03-2023 16:30:00, OFF, Stop1, Company3, Bus57,5555555555554444
73, 29-03-2023 16:30:00, OFF, Stop2, Company3, Bus57,5454545454545454
74, 29-03-2023 16:35:00, ON, Stop2, Company1, Bus36,5454545454545454
75, 29-03-2023 16:40:00, OFF, Stop3, Company2, Bus46,5555555555554444
76, 30-03-2023 16:30:00, OFF, Stop1, Company2, Bus46,5454545454545454
77, 30-03-2023 16:35:00, OFF, Stop1, Company2, Bus47,5454545454545454
78, 30-03-2023 16:40:00, OFF, Stop2, Company3, Bus58,4111111111111110
79, 22-04-2023 13:00:00, ON, Stop2, Company3, Bus58,4111111111111110
80, 22-04-2023 13:05:00, OFF, Stop1, Company1, Bus36,5500005555555559
81, 22-04-2023 09:20:00, OFF, Stop1, Company1, Bus36,4444333322221110
82, 23-04-2023 08:00:00, OFF, Stop1, Company2, Bus46,4917610000000000
83, 23-04-2023 08:02:00, OFF, Stop2, Company2, Bus46,4917610000000000
84, 24-04-2023 16:30:00, OFF, Stop2, Company3, Bus57,4111111111111110
85, 24-04-2023 16:30:00, OFF, Stop1, Company3, Bus57,4111111111111110
86, 24-04-2023 16:35:00, ON, Stop1, Company1, Bus36,5500005555555559
87, 24-04-2023 16:40:00, OFF, Stop3, Company2, Bus46,4444333322221110
88, 25-04-2023 16:30:00, OFF, Stop1, Company2, Bus46,4917610000000000
89, 25-04-2023 16:30:00, OFF, Stop1, Company3, Bus57,4917610000000000
90, 25-04-2023 16:35:00, ON, Stop2, Company3, Bus57,5555555555554444
91, 25-04-2023 16:40:00, OFF, Stop2, Company1, Bus36,5555555555554444
92, 26-04-2023 08:00:00, OFF, Stop1, Company2, Bus46,5454545454545454
93, 26-04-2023 08:02:00, OFF, Stop3, Company2, Bus46,5454545454545454
94, 27-04-2023 16:30:00, ON, Stop2, Company2, Bus47,5555555555554444
95, 27-04-2023 16:30:00, ON, Stop3, Company1, Bus37,5454545454545454
96, 28-04-2023 16:35:00, OFF, Stop1, Company1, Bus37,5454545454545454
97, 28-04-2023 16:40:00, ON, Stop1, Company1, Bus36,4111111111111110
98, 28-04-2023 16:30:00, ON, Stop2, Company1, Bus37,4111111111111110
99, 29-04-2023 16:30:00, OFF, Stop2, Company1, Bus37,5500005555555559
100, 29-04-2023 16:35:00, OFF, Stop1, Company1, Bus37,4444333322221110
101, 29-04-2023 16:40:00, OFF, Stop1, Company1, Bus37,4917610000000000
102, 30-04-2023 16:30:00, ON, Stop1, Company2, Bus47,4917610000000000
103, 30-04-2023 16:35:00, OFF, Stop2, Company2, Bus47,5555555555554444
104, 30-04-2023 16:40:00, OFF, Stop2, Company3, Bus58,5454545454545454
105, 22-05-2023 13:00:00, OFF, Stop1, Company3, Bus58,5454545454545454
106, 22-05-2023 13:05:00, OFF, Stop1, Company1, Bus36,5555555555554444
107, 22-05-2023 09:20:00, ON, Stop2, Company1, Bus36,5454545454545454
108, 23-05-2023 08:00:00, OFF, Stop2, Company2, Bus46,5454545454545454
109, 23-05-2023 08:02:00, ON, Stop3, Company2, Bus46,4111111111111110
110, 24-05-2023 16:30:00, ON, Stop1, Company3, Bus57,4111111111111110
111, 24-05-2023 16:30:00, OFF, Stop1, Company3, Bus57,5500005555555559
112, 24-05-2023 16:35:00, OFF, Stop2, Company1, Bus37,4444333322221110
113, 24-05-2023 16:40:00, OFF, Stop2, Company1, Bus37,4917610000000000
114, 25-05-2023 16:30:00, ON, Stop1, Company1, Bus37,4917610000000000
115, 25-05-2023 16:30:00, OFF, Stop1, Company1, Bus37,4111111111111110
116, 25-05-2023 16:35:00, OFF, Stop1, Company2, Bus47,4111111111111110
117, 25-05-2023 16:40:00, OFF, Stop2, Company2, Bus47,5500005555555559
118, 26-05-2023 08:00:00, ON, Stop2, Company3, Bus58,4444333322221110
119, 26-05-2023 08:02:00, OFF, Stop1, Company3, Bus58,4917610000000000
120, 27-05-2023 16:30:00, OFF, Stop2, Company1, Bus36,4917610000000000
121, 27-05-2023 16:30:00, OFF, Stop1, Company1, Bus36,5555555555554444
122, 28-05-2023 16:35:00, ON, Stop1, Company2, Bus46,5555555555554444
123, 28-05-2023 16:40:00, OFF, Stop2, Company2, Bus46,5454545454545454
124, 28-05-2023 16:30:00, OFF, Stop2, Company3, Bus57,5454545454545454
125, 29-05-2023 16:30:00, OFF, Stop3, Company2, Bus46,5555555555554444
126, 29-05-2023 16:35:00, ON, Stop1, Company2, Bus46,5454545454545454
127, 29-05-2023 16:40:00, OFF, Stop1, Company3, Bus57,5454545454545454
128, 30-05-2023 16:30:00, OFF, Stop2, Company3, Bus57,4111111111111110
129, 30-05-2023 16:35:00, OFF, Stop2, Company1, Bus36,4111111111111110
130, 30-05-2023 16:40:00, ON, Stop1, Company1, Bus36,5500005555555559
131, 22-06-2023 13:00:00, OFF, Stop1, Company2, Bus46,4444333322221110
132, 22-06-2023 13:05:00, ON, Stop1, Company2, Bus46,4917610000000000
133, 22-06-2023 09:20:00, OFF, Stop2, Company3, Bus57,4917610000000000
134, 23-06-2023 08:00:00, OFF, Stop2, Company3, Bus57,4444333322221110
135, 23-06-2023 08:02:00, ON, Stop1, Company1, Bus36,4917610000000000
136, 24-06-2023 16:30:00, OFF, Stop2, Company2, Bus46,4917610000000000
137, 24-06-2023 16:30:00, OFF, Stop1, Company2, Bus46,5555555555554444
138, 24-06-2023 16:35:00, OFF, Stop1, Company2, Bus47,5555555555554444
139, 24-06-2023 16:40:00, ON, Stop2, Company3, Bus58,5454545454545454
140, 25-06-2023 16:30:00, OFF, Stop2, Company3, Bus58,5454545454545454
141, 25-06-2023 16:30:00, OFF, Stop3, Company1, Bus36,5555555555554444
142, 25-06-2023 16:35:00, OFF, Stop1, Company1, Bus36,5454545454545454
143, 25-06-2023 16:40:00, ON, Stop1, Company2, Bus46,5454545454545454
144, 26-06-2023 08:00:00, OFF, Stop2, Company2, Bus46,4111111111111110
145, 26-06-2023 08:02:00, OFF, Stop2, Company3, Bus57,4111111111111110
146, 27-06-2023 16:30:00, OFF, Stop1, Company3, Bus57,5500005555555559
